rank,rating,trainer_name,blog_url,pokemon1_name,pokemon1_item,pokemon1_nature,pokemon1_ability,pokemon1_Ttype,pokemon1_moves,pokemon1_effort,pokemon2_name,pokemon2_item,pokemon2_nature,pokemon2_ability,pokemon2_Ttype,pokemon2_moves,pokemon2_effort,pokemon3_name,pokemon3_item,pokemon3_nature,pokemon3_ability,pokemon3_Ttype,pokemon3_moves,pokemon3_effort,pokemon4_name,pokemon4_item,pokemon4_nature,pokemon4_ability,pokemon4_Ttype,pokemon4_moves,pokemon4_effort,pokemon5_name,pokemon5_item,pokemon5_nature,pokemon5_ability,pokemon5_Ttype,pokemon5_moves,pokemon5_effort,pokemon6_name,pokemon6_item,pokemon6_nature,pokemon6_ability,pokemon6_Ttype,pokemon6_moves,pokemon6_effort
32,2021.741,チロシン,https://amino-acid.hatenablog.com/entry/2025/11/03/192250,ムゲンダイナ,こだわりメガネ,ひかえめ,プレッシャー,フェアリー,"ダイマックスほう, ヘドロウェーブ, だいもんじ, かえんほうしゃ","0, 0, 4, 252, 252, 0",バドレックス(はくば),いかさまダイス,いじっぱり,じんばいったい,ノーマル,"つららおとし, タネマシンガン, 10まんばりき, トリックルーム","252, 252, 4, 0, 0, 0",ミミッキュ,こだわりスカーフ,ようき,ばけのかわ,ステラ,"じゃれつく, シャドークロー, トリック, のろい","4, 252, 0, 0, 0, 252",ヘイラッシャ,たべのこし,わんぱく,てんねん,あく,"ウェーブタックル, じしん, あくび, ねむる","252, 0, 252, 0, 4, 0",ガチグマ(アカツキ),シルクのスカーフ,ひかえめ,しんがん,ノーマル,"ブラッドムーン, ハイパーボイス, めいそう, つきのひかり","252, 0, 0, 196, 60, 0",テツノワダチ,いのちのたま,ようき,クォークチャージ,ステラ,"ストーンエッジ, じしん, アイアンヘッド, アイススピナー","0, 252, 4, 0, 0, 252"
35,2020.628,たんぱくしつ,https://tanpaku-pk2.hatenablog.com/entry/2025/11/03/103338,ルカリオ,いのちのたま,いじっぱり,せいしんりょく,ノーマル,"インファイト, つるぎのまい, しんそく, バレットパンチ","76, 252, 180, 0, 0, 0",ハッサム,オボンのみ,いじっぱり,テクニシャン,あく,"バレットパンチ, とんぼがえり, はたきおとす, つるぎのまい","252, 28, 212, 0, 12, 4",カビゴン,たべのこし,なまいき,あついしぼう,フェアリー,"あくび, アンコール, まもる, じしん","172, 0, 100, 0, 236, 0",コライドン,こだわりハチマキ,いじっぱり,ひひいろのこどう,ほのお,"フレアドライブ, ニトロチャージ, インファイト, スケイルショット","172, 252, 4, 0, 36, 44",バドレックス(こくば),こだわりメガネ,おくびょう,じんばいったい,ゴースト,"アストラルビット, サイコキネシス, くさむすび, トリック","124, 0, 4, 124, 4, 252",ランドロス(れいじゅう),ゴツゴツメット,のんき,いかく,フェアリー,"じしん, ステルスロック, とんぼがえり, ちょうはつ","252, 4, 252, 0, 0, 0"
37,2020.286,ノートちゃん,https://note-tyan.hatenablog.com/entry/2025/11/01/235041,ルナアーラ,こだわりスカーフ,ひかえめ,ファントムガード,フェアリー,"シャドーレイ, ムーンフォース, つきのひかり, トリック","12, 0, 0, 244, 0, 252",ヘイラッシャ,たべのこし,わんぱく,てんねん,ノーマル,"じわれ, まもる, ねむる, あくび","252, 0, 252, 0, 0, 4",グライオン,どくどくだま,しんちょう,ポイズンヒール,ノーマル,"まもる, みがわり, どくどく, じしん","228, 4, 20, 0, 252, 0",ドオー,くろいヘドロ,しんちょう,ちょすい,ノーマル,"どくづき, どくどく, まもる, じこさいせい","252, 0, 4, 0, 252, 0",コライドン,いのちのたま,いじっぱり,ひひいろのこどう,でんき,"フレアドライブ, インファイト, スケイルショット, テラバースト","108, 252, 4, 0, 44, 100",パオジアン,きあいのタスキ,ようき,わざわいのつるぎ,ゴースト,"つららおとし, せいなるつるぎ, こおりのつぶて, ちょうはつ","0, 252, 4, 0, 0, 252"
38,2019.981,H.I.,https://hipoke.hatenablog.com/entry/2025/11/03/183725,アルセウス,ラムのみ,いじっぱり,マルチタイプ,ほのお,"つるぎのまい, しんそく, くさむすび, じしん","0, 252, 0, 0, 0, 252",コライドン,いかさまダイス,いじっぱり,ひひいろのこどう,はがね,"スケイルショット, アクセルブレイク, つるぎのまい, アイアンヘッド","0, 252, 0, 4, 0, 252",ハバタクカミ,きあいのタスキ,おくびょう,こだいかっせい,あく,"でんじは, ムーンフォース, たたりめ, ちょうはつ","0, 0, 0, 252, 4, 252",ミミッキュ,ゴツゴツメット,いじっぱり,ばけのかわ,ステラ,"じゃれつく, かげうち, のろい, こらえる","244, 252, 0, 0, 0, 12",ソウブレイズ,ふうせん,いじっぱり,もらいび,じめん,"むねんのつるぎ, ポルターガイスト, かげうち, ちょうはつ","0, 252, 0, 0, 4, 252",グライオン,どくどくだま,ずぶとい,ポイズンヒール,はがね,"まもる, みがわり, どくどく, じしん","244, 0, 252, 0, 12, 0"
41,2017.818,スカーレット,https://poke-kokoro.hatenadiary.jp/entry/2025/11/01/200429,コライドン,こだわりハチマキ,ようき,ひひいろのこどう,ほのお,"フレアドライブ, インファイト, スケイルショット, とんぼがえり","0, 252, 4, 0, 0, 252",ホウオウ,こだわりスカーフ,ようき,プレッシャー,あく,"せいなるほのお, ブレイブバード, テラバースト, じしん","108, 180, 4, 0, 4, 212",ハバタクカミ,きあいのタスキ,おくびょう,こだいかっせい,ノーマル,"ムーンフォース, たたりめ, ちょうはつ, でんじは","4, 0, 0, 0, 0, 252",ドオー,たべのこし,わんぱく,てんねん,ノーマル,"じしん, まもる, カウンター, じこさいせい","252, 0, 252, 0, 4, 0",ママンボウ,おんみつマント,のんき,さいせいりょく,フェアリー,"クイックターン, ねがいごと, いやしのねがい, くすぐる","116, 0, 180, 0, 212, 0",ディンルー,とつげきチョッキ,いじっぱり,わざわいのうつわ,はがね,"じしん, カタストロフィ, ヘビーボンバー, じわれ","4, 236, 0, 0, 204, 64"
44,2017.064,22.6,https://note.com/yude_jiro_poke/n/nfa89db927296,コライドン,こだわりハチマキ,いじっぱり,ひひいろのこどう,ほのお,"フレアドライブ, けたぐり, ニトロチャージ, スケイルショット","0, 252, 4, 0, 0, 252",カイオーガ,こだわりスカーフ,おくびょう,あめふらし,みず,"しおふき, かみなり, なみのり, テラバースト","0, 0, 4, 252, 0, 252",ランドロス(れいじゅう),とつげきチョッキ,ゆうかん,いかく,ノーマル,"じしん, がんせきふうじ, くさむすび, とんぼがえり","244, 0, 44, 0, 220, 0",ハバタクカミ,ブーストエナジー,おくびょう,こだいかっせい,フェアリー,"ムーンフォース, あまえる, めいそう, いたみわけ","196, 0, 244, 20, 4, 44",フォレトス,ゴツゴツメット,のんき,がんじょう,ノーマル,"ボディプレス, ボルトチェンジ, いたみわけ, ステルスロック","252, 0, 156, 0, 100, 0",ディンルー,たべのこし,わんぱく,わざわいのうつわ,ほのお,"ねむる, じしん, ちょうはつ, くろいまなざし","244, 4, 12, 0, 220, 28"
48,2015.449,GU,https://no-x.hatenablog.com/entry/2025/11/02/185756,コライドン,こだわりスカーフ,ようき,ひひいろのこどう,ほのお,"フレアドライブ, げきりん, インファイト, とんぼがえり","4, 252, 0, 0, 0, 252",パオジアン,いのちのたま,いじっぱり,わざわいのつるぎ,ステラ,"つららおとし, こおりのつぶて, ふいうち, つるぎのまい","0, 252, 0, 0, 4, 252",キラフロル,きあいのタスキ,おくびょう,どくげしょう,ノーマル,"キラースピン, マッドショット, どくびし, まきびし","132, 0, 0, 124, 0, 252",ドオー,くろいヘドロ,わんぱく,てんねん,ノーマル,"じしん, どくどく, カウンター, じこさいせい","252, 0, 252, 0, 4, 0",ルギア,たべのこし,ずぶとい,マルチスケイル,どく,"エアロブラスト, サイコノイズ, めいそう, じこさいせい","236, 0, 252, 0, 0, 20",ディンルー,オボンのみ,わんぱく,わざわいのうつわ,はがね,"じしん, まきびし, ねむる, ふきとばし","244, 4, 116, 0, 132, 12"
49,2015.4,なるせ,https://kariya-mob.hatenablog.com/entry/2025/11/01/130926,コライドン,こだわりハチマキ,いじっぱり,ひひいろのこどう,ほのお,"フレアドライブ, ニトロチャージ, インファイト, ドラゴンクロー","124, 252, 4, 0, 4, 124",アルセウス,せいれいプレート,おくびょう,マルチタイプ,ノーマル,"さばきのつぶて, いやしのねがい, おいかぜ, ちょうはつ","252, 0, 44, 20, 116, 76",テツノワダチ,ブーストエナジー,ようき,クォークチャージ,ノーマル,"じしん, はたきおとす, ステルスロック, がむしゃら","188, 92, 4, 0, 76, 148",ミミッキュ,メンタルハーブ,いじっぱり,ばけのかわ,ステラ,"じゃれつく, かげうち, のろい, まもる","4, 132, 212, 0, 4, 156",ハバタクカミ,こだわりメガネ,おくびょう,こだいかっせい,フェアリー,"マジカルシャイン, シャドーボール, パワージェム, ムーンフォース","4, 0, 0, 252, 0, 252",オオニューラ,きあいのタスキ,やんちゃ,かるわざ,じめん,"つららおとし, つじぎり, じごくづき, はやてがえし","0, 252, 0, 0, 0, 252"
54,2014.936,ホロア,https://paov8i5qwu0dwvn.hatenablog.com/entry/2025/11/02/134237,ルナアーラ,たべのこし,ずぶとい,ファントムガード,どく,"シャドーレイ, ムーンフォース, めいそう, つきのひかり","252, 0, 244, 4, 4, 4",コライドン,こだわりスカーフ,ようき,ひひいろのこどう,ほのお,"フレアドライブ, インファイト, げきりん, とんぼがえり","0, 252, 4, 0, 0, 252",ディンルー,とつげきチョッキ,いじっぱり,わざわいのうつわ,ほのお,"じしん, しっぺがえし, ストーンエッジ, じわれ","84, 156, 4, 0, 252, 12",ハバタクカミ,ブーストエナジー,ずぶとい,こだいかっせい,フェアリー,"ムーンフォース, あまえる, いたみわけ, めいそう","228, 0, 252, 0, 0, 28",グライオン,きあいのタスキ,ようき,ポイズンヒール,はがね,"じならし, はたきおとす, ちょうはつ, どくびし","212, 0, 44, 0, 0, 252",パオジアン,いのちのたま,いじっぱり,わざわいのつるぎ,でんき,"つららおとし, テラバースト, こおりのつぶて, つるぎのまい","28, 252, 20, 0, 68, 140"
55,2014.607,あたか,https://ataka-dog.hatenablog.com/entry/2025/11/01/145213,バドレックス(こくば),きあいのタスキ,おくびょう,じんばいったい,くさ,"アストラルビット, アンコール, くさむすび, わるだくみ","0, 0, 4, 252, 0, 252",アルセウス,シルクのスカーフ,いじっぱり,マルチタイプ,ノーマル,"つるぎのまい, しんそく, すてみタックル, シャドークロー","220, 252, 4, 0, 28, 4",ディンルー,こだわりハチマキ,いじっぱり,わざわいのうつわ,みず,"じしん, じしん, ヘビーボンバー, ストーンエッジ","4, 236, 4, 0, 220, 44",ウーラオス(れんげき),しんぴのしずく,いじっぱり,ふかしのこぶし,みず,"すいりゅうれんだ, インファイト, カウンター, アクアジェット","44, 236, 164, 0, 4, 60",ブリジュラス,オボンのみ,ずぶとい,じきゅうりょく,ノーマル,"ボディプレス, イカサマ, りゅうせいぐん, でんじは","252, 0, 236, 0, 20, 0",ミミッキュ,ゴツゴツメット,いじっぱり,ばけのかわ,みず,"トリックルーム, のろい, かげうち, こらえる","100, 156, 252, 0, 0, 0"
56,2013.364,仇遠,https://minrai525.hatenablog.com/entry/2025/11/02/131610,バドレックス(こくば),こだわりメガネ,おくびょう,じんばいったい,じめん,"アストラルビット, サイコキネシス, くさむすび, テラバースト","124, 0, 4, 116, 12, 252",ザシアン(けんのおう),くちたけん,いじっぱり,ふとうのけん,ノーマル,"きょじゅうざん, ワイルドボルト, インファイト, くさわけ","252, 252, 0, 0, 4, 0",ガオガエン,とつげきチョッキ,なまいき,いかく,ノーマル,"フレアドライブ, はたきおとす, じならし, とんぼがえり","244, 0, 12, 0, 252, 0",ランドロス(れいじゅう),ゴツゴツメット,のんき,いかく,みず,"じしん, とんぼがえり, ステルスロック, ちょうはつ","252, 4, 252, 0, 0, 0",ウーラオス(れんげき),こだわりハチマキ,いじっぱり,ふかしのこぶし,みず,"すいりゅうれんだ, インファイト, アクアジェット, とんぼがえり","44, 252, 164, 0, 4, 44",キョジオーン,たべのこし,しんちょう,きよめのしお,くさ,"しおづけ, まもる, みがわり, じこさいせい","220, 0, 0, 0, 236, 52"
62,2011.488,ひろ,https://urawa0422.hatenablog.com/entry/2025/11/02/213942,コライドン,いかさまダイス,いじっぱり,ひひいろのこどう,ドラゴン,"スケイルショット, アイアンヘッド, みがわり, つるぎのまい","124, 250, 124, 0, 0, 12",ザシアン(けんのおう),くちたけん,ようき,ふとうのけん,でんき,"きょじゅうざん, じゃれつく, インファイト, テラバースト","4, 252, 0, 0, 0, 252",ハバタクカミ,きあいのタスキ,おくびょう,こだいかっせい,ノーマル,"ムーンフォース, シャドーボール, パワージェム, でんじは","4, 0, 0, 252, 0, 252",イーユイ,こだわりスカーフ,すなお,わざわいのたま,ほのお,"オーバーヒート, かえんほうしゃ, あくのはどう, サイコキネシス","4, 0, 0, 252, 0, 252",ヘイラッシャ,たべのこし,わんぱく,てんねん,じめん,"じしん, まもる, あくび, みがわり","252, 0, 252, 0, 0, 4",ディンルー,とつげきチョッキ,しんちょう,わざわいのうつわ,ほのお,"じしん, カタストロフィ, しっぺがえし, じわれ","252, 0, 0, 0, 252, 4"
64,2009.845,あらたま,https://note.com/odayakadeareyo2/n/n8fb5017943f0,メロエッタ(ボイス),とつげきチョッキ,おだやか,てんのめぐみ,どく,"テラバースト, サイコキネシス, シャドーボール, とんぼがえり","252, 0, 0, 116, 140, 0",ドオー,オボンのみ,しんちょう,ちょすい,ゴースト,"じこさいせい, じしん, どくどく, どくびし","252, 0, 4, 0, 252, 0",カイオーガ,こだわりスカーフ,おくびょう,あめふらし,フェアリー,"しおふき, こんげんのはどう, かみなり, テラバースト","0, 0, 4, 252, 0, 252",パオジアン,きあいのタスキ,ようき,わざわいのつるぎ,ゴースト,"ぜったいれいど, つららおとし, せいなるつるぎ, こおりのつぶて","0, 252, 4, 0, 0, 252",ヘイラッシャ,たべのこし,わんぱく,てんねん,フェアリー,"じわれ, ウェザーボール, ねむる, まもる","252, 0, 236, 0, 0, 20",グライオン,どくどくだま,ようき,ポイズンヒール,フェアリー,"はたきおとす, ちょうはつ, まもる, みがわり","212, 0, 44, 0, 0, 252"
66,2009.199,まこムラサキ,https://turning-point.hatenadiary.jp/entry/2025/11/02/001219,コライドン,こだわりスカーフ,いじっぱり,ひひいろのこどう,ほのお,"インファイト, げきりん, フレアドライブ, とんぼがえり","156, 252, 28, 0, 12, 60",アルセウス,いかずちプレート,ひかえめ,マルチタイプ,ノーマル,"さばきのつぶて, れいとうビーム, じこさいせい, ちょうはつ","252, 0, 28, 76, 140, 12",ランドロス(れいじゅう),ゴツゴツメット,ずぶとい,いかく,フェアリー,"じしん, とんぼがえり, ちょうはつ, ステルスロック","244, 4, 244, 0, 4, 12",ガオガエン,とつげきチョッキ,しんちょう,いかく,フェアリー,"フレアドライブ, はたきおとす, とんぼがえり, ねこだまし","244, 4, 12, 0, 244, 4",ハバタクカミ,こだわりメガネ,おくびょう,こだいかっせい,ステラ,"シャドーボール, ムーンフォース, パワージェム, ほろびのうた","164, 0, 28, 156, 20, 140",パオジアン,きあいのタスキ,いじっぱり,わざわいのつるぎ,ステラ,"かみくだく, こおりのつぶて, ふいうち, つるぎのまい","0, 252, 4, 0, 0, 252"
69,2009.042,シンフォニア,https://pokewww.hatenablog.com/entry/2025/11/02/125637,コライドン,こだわりスカーフ,ようき,ひひいろのこどう,ほのお,"フレアドライブ, とんぼがえり, げきりん, インファイト","0, 252, 0, 0, 4, 252",バドレックス(こくば),こだわりメガネ,おくびょう,じんばいったい,フェアリー,"アストラルビット, サイコキネシス, ドレインキッス, くさむすび","124, 0, 4, 164, 12, 204",ランドロス(れいじゅう),オボンのみ,しんちょう,いかく,ノーマル,"じしん, とんぼがえり, ちょうはつ, ステルスロック","244, 0, 92, 0, 172, 0",ママンボウ,とつげきチョッキ,なまいき,さいせいりょく,ノーマル,"クイックターン, アクアジェット, ねっとう, ミラーコート","20, 0, 236, 0, 252, 0",グライオン,どくどくだま,おだやか,ポイズンヒール,フェアリー,"まもる, みがわり, どくどく, ちょうはつ","228, 0, 12, 0, 236, 28",ドドゲザン,くろいメガネ,わんぱく,そうだいしょう,くさ,"ドゲザン, ふいうち, イカサマ, つるぎのまい","252, 0, 252, 0, 0, 4"
